  71 ,1 ,0
 127 ,1 ,0
 212 ,1 ,0
 214 ,1 ,0
 313 ,1 ,0
 468 ,1 ,0
 584 ,1 ,0
 842 ,1 ,0
 881 ,1 ,0
 909 ,1 ,0
 998 ,1 ,0
1077 ,1 ,0
1130 ,1 ,0
1262 ,1 ,0
1287 ,1 ,0
1375 ,1 ,0
1496 ,1 ,0
1507 ,1 ,0
1592 ,1 ,0
1636 ,1 ,0
1839 ,1 ,0
1865 ,1 ,0
1901 ,1 ,0
2095 ,1 ,0
2131 ,1 ,0
2332 ,1 ,0
